2012,All,All,All,All,Women,18,All,12590
2013,All,All,All,All,Men,18,All,11520
2013,All,All,All,All,Women,18,All,13370
2014,All,All,All,All,Men,18,All,13280
2014,All,All,All,All,Women,18,All,14730
2015,All,All,All,All,Men,18,All,13695
2015,All,All,All,All,Women,18,All,15220
2016,All,All,All,All,Men,18,All,13460
2016,All,All,All,All,Women,18,All,14100
2017,All,All,All,All,Men,18,All,12710
2017,All,All,All,All,Women,18,All,13095
2018,All,All,All,All,Men,18,All,11840
2018,All,All,All,All,Women,18,All,12700
2019,All,All,All,All,Men,18,All,10965
2019,All,All,All,All,Women,18,All,11895
2020,All,All,All,All,Men,18,All,11790
2020,All,All,All,All,Women,18,All,12985
2021,All,All,All,All,Men,18,All,13315
2021,All,All,All,All,Women,18,All,14565
2010,All,All,All,All,Men,18,Main scheme applicant,11235
2010,All,All,All,All,Men,18,Non-main scheme applicant,150
2010,All,All,All,All,Women,18,Main scheme applicant,13290
2010,All,All,All,All,Women,18,Non-main scheme applicant,115
2011,All,All,All,All,Men,18,Main scheme applicant,11220
2011,All,All,All,All,Men,18,Non-main scheme applicant,135
2011,All,All,All,All,Women,18,Main scheme applicant,13050
2011,All,All,All,All,Women,18,Non-main scheme applicant,135
2012,All,All,All,All,Men,18,Main scheme applicant,10590
2012,All,All,All,All,Women,18,Main scheme applicant,12590
2013,All,All,All,All,Men,18,Main scheme applicant,11520
2013,All,All,All,All,Women,18,Main scheme applicant,13365
2014,All,All,All,All,Men,18,Main scheme applicant,13280
2014,All,All,All,All,Women,18,Main scheme applicant,14730
2015,All,All,All,All,Men,18,Main scheme applicant,13690
2015,All,All,All,All,Men,18,Non-main scheme applicant,5
2015,All,All,All,All,Women,18,Main scheme applicant,15220
2016,All,All,All,All,Men,18,Main scheme applicant,13455
2016,All,All,All,All,Men,18,Non-main scheme applicant,5
2016,All,All,All,All,Women,18,Main scheme applicant,14100
2017,All,All,All,All,Men,18,Main scheme applicant,12690
2017,All,All,All,All,Men,18,Non-main scheme applicant,20
2017,All,All,All,All,Women,18,Main scheme applicant,13075
2017,All,All,All,All,Women,18,Non-main scheme applicant,20
2018,All,All,All,All,Men,18,Main scheme applicant,11825
2018,All,All,All,All,Men,18,Non-main scheme applicant,15
2018,All,All,All,All,Women,18,Main scheme applicant,12685
2018,All,All,All,All,Women,18,Non-main scheme applicant,10
2019,All,All,All,All,Men,18,Main scheme applicant,10955
2019,All,All,All,All,Men,18,Non-main scheme applicant,5
2019,All,All,All,All,Women,18,Main scheme applicant,11890
2019,All,All,All,All,Women,18,Non-main scheme applicant,5
2020,All,All,All,All,Men,18,Main scheme applicant,11770
2020,All,All,All,All,Men,18,Non-main scheme applicant,15
2020,All,All,All,All,Women,18,Main scheme applicant,12970
2020,All,All,All,All,Women,18,Non-main scheme applicant,15
2021,All,All,All,All,Men,18,Main scheme applicant,13300
2021,All,All,All,All,Men,18,Non-main scheme applicant,20
2021,All,All,All,All,Women,18,Main scheme applicant,14535
2021,All,All,All,All,Women,18,Non-main scheme applicant,30
2010,All,All,All,England,All,All,All,22905
2010,All,All,All,Northern Ireland,All,All,All,705
2010,All,All,All,Scotland,All,All,All,60
2010,All,All,All,Wales,All,All,All,1115
2011,All,All,All,England,All,All,All,22840
2011,All,All,All,Northern Ireland,All,All,All,620
2011,All,All,All,Scotland,All,All,All,20
2011,All,All,All,Wales,All,All,All,1065
2012,All,All,All,England,All,All,All,21690
2012,All,All,All,Northern Ireland,All,All,All,510
2012,All,All,All,Scotland,All,All,All,5
2012,All,All,All,Wales,All,All,All,980
2013,All,All,All,England,All,All,All,23445
2013,All,All,All,Northern Ireland,All,All,All,495
2013,All,All,All,Scotland,All,All,All,5
2013,All,All,All,Wales,All,All,All,945
2014,All,All,All,England,All,All,All,26390
2014,All,All,All,Northern Ireland,All,All,All,490
2014,All,All,All,Scotland,All,All,All,5
2014,All,All,All,Wales,All,All,All,1125
2015,All,All,All,England,All,All,All,27120
2015,All,All,All,Northern Ireland,All,All,All,610
2015,All,All,All,Scotland,All,All,All,5
2015,All,All,All,Wales,All,All,All,1180
2016,All,All,All,England,All,All,All,25845
2016,All,All,All,Northern Ireland,All,All,All,590
2016,All,All,All,Wales,All,All,All,1125
2017,All,All,All,England,All,All,All,24200
2017,All,All,All,Northern Ireland,All,All,All,520
2017,All,All,All,Scotland,All,All,All,5
2017,All,All,All,Wales,All,All,All,1080
2018,All,All,All,England,All,All,All,22755
2018,All,All,All,Northern Ireland,All,All,All,535
2018,All,All,All,Wales,All,All,All,1250
2019,All,All,All,England,All,All,All,21420
2019,All,All,All,Northern Ireland,All,All,All,500
2019,All,All,All,Scotland,All,All,All,5
2019,All,All,All,Wales,All,All,All,930
2020,All,All,All,England,All,All,All,23165
2020,All,All,All,Northern Ireland,All,All,All,580
2020,All,All,All,Scotland,All,All,All,5
2020,All,All,All,Wales,All,All,All,1020
2021,All,All,All,England,All,All,All,26165
2021,All,All,All,Northern Ireland,All,All,All,600
2021,All,All,All,Scotland,All,All,All,5
2021,All,All,All,Wales,All,All,All,1115
2010,All,All,All,England,All,All,Main scheme applicant,22655
2010,All,All,All,England,All,All,Non-main scheme applicant,250
2010,All,All,All,Northern Ireland,All,All,Main scheme applicant,700
2010,All,All,All,Northern Ireland,All,All,Non-main scheme applicant,5
2010,All,All,All,Scotland,All,All,Main scheme applicant,60
2010,All,All,All,Wales,All,All,Main scheme applicant,1105
2010,All,All,All,Wales,All,All,Non-main scheme applicant,10
2011,All,All,All,England,All,All,Main scheme applicant,22580
2011,All,All,All,England,All,All,Non-main scheme applicant,260
2011,All,All,All,Northern Ireland,All,All,Main scheme applicant,615
2011,All,All,All,Scotland,All,All,Main scheme applicant,20
2011,All,All,All,Wales,All,All,Main scheme applicant,1055
2011,All,All,All,Wales,All,All,Non-main scheme applicant,10
2012,All,All,All,England,All,All,Main scheme applicant,21685
2012,All,All,All,Northern Ireland,All,All,Main scheme applicant,510
2012,All,All,All,Scotland,All,All,Main scheme applicant,5
2012,All,All,All,Wales,All,All,Main scheme applicant,980
2013,All,All,All,England,All,All,Main scheme applicant,23445
2013,All,All,All,England,All,All,Non-main scheme applicant,5
2013,All,All,All,Northern Ireland,All,All,Main scheme applicant,495
2013,All,All,All,Scotland,All,All,Main scheme applicant,5
2013,All,All,All,Wales,All,All,Main scheme applicant,945
2014,All,All,All,England,All,All,Main scheme applicant,26390
2014,All,All,All,Northern Ireland,All,All,Main scheme applicant,490
2014,All,All,All,Scotland,All,All,Main scheme applicant,5
2014,All,All,All,Wales,All,All,Main scheme applicant,1125
2015,All,All,All,England,All,All,Main scheme applicant,27115
2015,All,All,All,England,All,All,Non-main scheme applicant,5
2015,All,All,All,Northern Ireland,All,All,Main scheme applicant,610
2015,All,All,All,Scotland,All,All,Main scheme applicant,5
2015,All,All,All,Wales,All,All,Main scheme applicant,1175
2016,All,All,All,England,All,All,Main scheme applicant,25840
2016,All,All,All,England,All,All,Non-main scheme applicant,5
2016,All,All,All,Northern Ireland,All,All,Main scheme applicant,590
2016,All,All,All,Wales,All,All,Main scheme applicant,1125
2017,All,All,All,England,All,All,Main scheme applicant,24165
2017,All,All,All,England,All,All,Non-main scheme applicant,35
2017,All,All,All,Northern Ireland,All,All,Main scheme applicant,520
2017,All,All,All,Scotland,All,All,Main scheme applicant,5
2017,All,All,All,Wales,All,All,Main scheme applicant,1075
2017,All,All,All,Wales,All,All,Non-main scheme applicant,5
2018,All,All,All,England,All,All,Main scheme applicant,22730
2018,All,All,All,England,All,All,Non-main scheme applicant,25
2018,All,All,All,Northern Ireland,All,All,Main scheme applicant,535
2018,All,All,All,Wales,All,All,Main scheme applicant,1245
2019,All,All,All,England,All,All,Main scheme applicant,21410
2019,All,All,All,England,All,All,Non-main scheme applicant,10
2019,All,All,All,Northern Ireland,All,All,Main scheme applicant,500
2019,All,All,All,Scotland,All,All,Main scheme applicant,5
2019,All,All,All,Wales,All,All,Main scheme applicant,930
2020,All,All,All,England,All,All,Main scheme applicant,23135
2020,All,All,All,England,All,All,Non-main scheme applicant,30
2020,All,All,All,Northern Ireland,All,All,Main scheme applicant,580
2020,All,All,All,Scotland,All,All,Main scheme applicant,5
2020,All,All,All,Wales,All,All,Main scheme applicant,1020
2020,All,All,All,Wales,All,All,Non-main scheme applicant,5
2021,All,All,All,England,All,All,Main scheme applicant,26120
2021,All,All,All,England,All,All,Non-main scheme applicant,45
2021,All,All,All,Northern Ireland,All,All,Main scheme applicant,600
2021,All,All,All,Scotland,All,All,Main scheme applicant,5
2021,All,All,All,Wales,All,All,Main scheme applicant,1115
2010,All,All,All,England,All,18,All,22905
2010,All,All,All,Northern Ireland,All,18,All,705
2010,All,All,All,Scotland,All,18,All,60
2010,All,All,All,Wales,All,18,All,1115
2011,All,All,All,England,All,18,All,22840
2011,All,All,All,Northern Ireland,All,18,All,620
2011,All,All,All,Scotland,All,18,All,20
2011,All,All,All,Wales,All,18,All,1065
2012,All,All,All,England,All,18,All,21690
2012,All,All,All,Northern Ireland,All,18,All,510
2012,All,All,All,Scotland,All,18,All,5
2012,All,All,All,Wales,All,18,All,980
2013,All,All,All,England,All,18,All,23445
2013,All,All,All,Northern Ireland,All,18,All,495
2013,All,All,All,Scotland,All,18,All,5
2013,All,All,All,Wales,All,18,All,945
2014,All,All,All,England,All,18,All,26390
2014,All,All,All,Northern Ireland,All,18,All,490
2014,All,All,All,Scotland,All,18,All,5
2014,All,All,All,Wales,All,18,All,1125
2015,All,All,All,England,All,18,All,27120
2015,All,All,All,Northern Ireland,All,18,All,610
2015,All,All,All,Scotland,All,18,All,5
2015,All,All,All,Wales,All,18,All,1180
2016,All,All,All,England,All,18,All,25845
2016,All,All,All,Northern Ireland,All,18,All,590
2016,All,All,All,Wales,All,18,All,1125
2017,All,All,All,England,All,18,All,24200
2017,All,All,All,Northern Ireland,All,18,All,520
2017,All,All,All,Scotland,All,18,All,5
2017,All,All,All,Wales,All,18,All,1080
2018,All,All,All,England,All,18,All,22755
2018,All,All,All,Northern Ireland,All,18,All,535
2018,All,All,All,Wales,All,18,All,1250
2019,All,All,All,England,All,18,All,21420
2019,All,All,All,Northern Ireland,All,18,All,500
2019,All,All,All,Scotland,All,18,All,5
2019,All,All,All,Wales,All,18,All,930
2020,All,All,All,England,All,18,All,23165
2020,All,All,All,Northern Ireland,All,18,All,580
2020,All,All,All,Scotland,All,18,All,5
2020,All,All,All,Wales,All,18,All,1020
2021,All,All,All,England,All,18,All,26165
2021,All,All,All,Northern Ireland,All,18,All,600
2021,All,All,All,Scotland,All,18,All,5
2021,All,All,All,Wales,All,18,All,1115
2010,All,All,All,England,All,18,Main scheme applicant,22655
2010,All,All,All,England,All,18,Non-main scheme applicant,250
2010,All,All,All,Northern Ireland,All,18,Main scheme applicant,700
2010,All,All,All,Northern Ireland,All,18,Non-main scheme applicant,5
2010,All,All,All,Scotland,All,18,Main scheme applicant,60
2010,All,All,All,Wales,All,18,Main scheme applicant,1105
2010,All,All,All,Wales,All,18,Non-main scheme applicant,10
2011,All,All,All,England,All,18,Main scheme applicant,22580
2011,All,All,All,England,All,18,Non-main scheme applicant,260
2011,All,All,All,Northern Ireland,All,18,Main scheme applicant,615
2011,All,All,All,Scotland,All,18,Main scheme applicant,20
2011,All,All,All,Wales,All,18,Main scheme applicant,1055
2011,All,All,All,Wales,All,18,Non-main scheme applicant,10
2012,All,All,All,England,All,18,Main scheme applicant,21685
2012,All,All,All,Northern Ireland,All,18,Main scheme applicant,510
2012,All,All,All,Scotland,All,18,Main scheme applicant,5
2012,All,All,All,Wales,All,18,Main scheme applicant,980
2013,All,All,All,England,All,18,Main scheme applicant,23445
2013,All,All,All,England,All,18,Non-main scheme applicant,5
2013,All,All,All,Northern Ireland,All,18,Main scheme applicant,495
2013,All,All,All,Scotland,All,18,Main scheme applicant,5
2013,All,All,All,Wales,All,18,Main scheme applicant,945
2014,All,All,All,England,All,18,Main scheme applicant,26390
2014,All,All,All,Northern Ireland,All,18,Main scheme applicant,490
2014,All,All,All,Scotland,All,18,Main scheme applicant,5
2014,All,All,All,Wales,All,18,Main scheme applicant,1125
2015,All,All,All,England,All,18,Main scheme applicant,27115
2015,All,All,All,England,All,18,Non-main scheme applicant,5
2015,All,All,All,Northern Ireland,All,18,Main scheme applicant,610
2015,All,All,All,Scotland,All,18,Main scheme applicant,5
2015,All,All,All,Wales,All,18,Main scheme applicant,1175
2016,All,All,All,England,All,18,Main scheme applicant,25840
2016,All,All,All,England,All,18,Non-main scheme applicant,5
2016,All,All,All,Northern Ireland,All,18,Main scheme applicant,590
2016,All,All,All,Wales,All,18,Main scheme applicant,1125
2017,All,All,All,England,All,18,Main scheme applicant,24165
2017,All,All,All,England,All,18,Non-main scheme applicant,35
2017,All,All,All,Northern Ireland,All,18,Main scheme applicant,520
2017,All,All,All,Scotland,All,18,Main scheme applicant,5
2017,All,All,All,Wales,All,18,Main scheme applicant,1075
2017,All,All,All,Wales,All,18,Non-main scheme applicant,5
2018,All,All,All,England,All,18,Main scheme applicant,22730
2018,All,All,All,England,All,18,Non-main scheme applicant,25
2018,All,All,All,Northern Ireland,All,18,Main scheme applicant,535
2018,All,All,All,Wales,All,18,Main scheme applicant,1245
2019,All,All,All,England,All,18,Main scheme applicant,21410
2019,All,All,All,England,All,18,Non-main scheme applicant,10
2019,All,All,All,Northern Ireland,All,18,Main scheme applicant,500
2019,All,All,All,Scotland,All,18,Main scheme applicant,5
2019,All,All,All,Wales,All,18,Main scheme applicant,930
2020,All,All,All,England,All,18,Main scheme applicant,23135
2020,All,All,All,England,All,18,Non-main scheme applicant,30
2020,All,All,All,Northern Ireland,All,18,Main scheme applicant,580
2020,All,All,All,Scotland,All,18,Main scheme applicant,5
2020,All,All,All,Wales,All,18,Main scheme applicant,1020
2020,All,All,All,Wales,All,18,Non-main scheme applicant,5
2021,All,All,All,England,All,18,Main scheme applicant,26120
2021,All,All,All,England,All,18,Non-main scheme applicant,45
2021,All,All,All,Northern Ireland,All,18,Main scheme applicant,600
2021,All,All,All,Scotland,All,18,Main scheme applicant,5
2021,All,All,All,Wales,All,18,Main scheme applicant,1115
2010,All,All,All,England,Men,All,All,10460
2010,All,All,All,England,Women,All,All,12445
2010,All,All,All,Northern Ireland,Men,All,All,370
2010,All,All,All,Northern Ireland,Women,All,All,335
2010,All,All,All,Scotland,Men,All,All,25
2010,All,All,All,Scotland,Women,All,All,40
2010,All,All,All,Wales,Men,All,All,530
2010,All,All,All,Wales,Women,All,All,590
2011,All,All,All,England,Men,All,All,10550
2011,All,All,All,England,Women,All,All,12290
2011,All,All,All,Northern Ireland,Men,All,All,320
2011,All,All,All,Northern Ireland,Women,All,All,300
2011,All,All,All,Scotland,Men,All,All,5
2011,All,All,All,Scotland,Women,All,All,15
2011,All,All,All,Wales,Men,All,All,480
2011,All,All,All,Wales,Women,All,All,585
2012,All,All,All,England,Men,All,All,9890
2012,All,All,All,England,Women,All,All,11795
2012,All,All,All,Northern Ireland,Men,All,All,250
2012,All,All,All,Northern Ireland,Women,All,All,260
2012,All,All,All,Scotland,Men,All,All,5
2012,All,All,All,Wales,Men,All,All,445
2012,All,All,All,Wales,Women,All,All,530
2013,All,All,All,England,Men,All,All,10795
2013,All,All,All,England,Women,All,All,12650
2013,All,All,All,Northern Ireland,Men,All,All,280
2013,All,All,All,Northern Ireland,Women,All,All,215
2013,All,All,All,Wales,Men,All,All,445
2013,All,All,All,Wales,Women,All,All,500
2014,All,All,All,England,Men,All,All,12510
2014,All,All,All,England,Women,All,All,13885
2014,All,All,All,Northern Ireland,Men,All,All,270
2014,All,All,All,Northern Ireland,Women,All,All,220
2014,All,All,All,Scotland,Women,All,All,5
2014,All,All,All,Wales,Men,All,All,500
2014,All,All,All,Wales,Women,All,All,625
2015,All,All,All,England,Men,All,All,12755
2015,All,All,All,England,Women,All,All,14365
2015,All,All,All,Northern Ireland,Men,All,All,370
2015,All,All,All,Northern Ireland,Women,All,All,240
2015,All,All,All,Scotland,Men,All,All,5
2015,All,All,All,Wales,Men,All,All,565
2015,All,All,All,Wales,Women,All,All,610
2016,All,All,All,England,Men,All,All,12565
2016,All,All,All,England,Women,All,All,13280
2016,All,All,All,Northern Ireland,Men,All,All,345
2016,All,All,All,Northern Ireland,Women,All,All,245
2016,All,All,All,Wales,Men,All,All,545
2016,All,All,All,Wales,Women,All,All,575
2017,All,All,All,England,Men,All,All,11930
2017,All,All,All,England,Women,All,All,12270
2017,All,All,All,Northern Ireland,Men,All,All,280
2017,All,All,All,Northern Ireland,Women,All,All,240
2017,All,All,All,Scotland,Men,All,All,5
2017,All,All,All,Wales,Men,All,All,495
2017,All,All,All,Wales,Women,All,All,585
2018,All,All,All,England,Men,All,All,10935
2018,All,All,All,England,Women,All,All,11820
2018,All,All,All,Northern Ireland,Men,All,All,300
2018,All,All,All,Northern Ireland,Women,All,All,230
2018,All,All,All,Wales,Men,All,All,600
2018,All,All,All,Wales,Women,All,All,645
2019,All,All,All,England,Men,All,All,10245
2019,All,All,All,England,Women,All,All,11175
2019,All,All,All,Northern Ireland,Men,All,All,265
2019,All,All,All,Northern Ireland,Women,All,All,235
2019,All,All,All,Wales,Men,All,All,450
2019,All,All,All,Wales,Women,All,All,480
2020,All,All,All,England,Men,All,All,11050
2020,All,All,All,England,Women,All,All,12115
2020,All,All,All,Northern Ireland,Men,All,All,290
2020,All,All,All,Northern Ireland,Women,All,All,290
2020,All,All,All,Wales,Men,All,All,445
2020,All,All,All,Wales,Women,All,All,575
2021,All,All,All,England,Men,All,All,12535
2021,All,All,All,England,Women,All,All,13630
2021,All,All,All,Northern Ireland,Men,All,All,305
2021,All,All,All,Northern Ireland,Women,All,All,295
2021,All,All,All,Wales,Men,All,All,475
2021,All,All,All,Wales,Women,All,All,640
2010,All,All,All,England,Men,All,Main scheme applicant,10320
2010,All,All,All,England,Men,All,Non-main scheme applicant,140
2010,All,All,All,England,Women,All,Main scheme applicant,12335
2010,All,All,All,England,Women,All,Non-main scheme applicant,110
2010,All,All,All,Northern Ireland,Men,All,Main scheme applicant,370
2010,All,All,All,Northern Ireland,Men,All,Non-main scheme applicant,5
2010,All,All,All,Northern Ireland,Women,All,Main scheme applicant,335
2010,All,All,All,Scotland,Men,All,Main scheme applicant,25
2010,All,All,All,Scotland,Women,All,Main scheme applicant,35
2010,All,All,All,Wales,Men,All,Main scheme applicant,520
2010,All,All,All,Wales,Men,All,Non-main scheme applicant,5
2010,All,All,All,Wales,Women,All,Main scheme applicant,585
2010,All,All,All,Wales,Women,All,Non-main scheme applicant,5
2011,All,All,All,England,Men,All,Main scheme applicant,10420
2011,All,All,All,England,Men,All,Non-main scheme applicant,130
2011,All,All,All,England,Women,All,Main scheme applicant,12160
2011,All,All,All,England,Women,All,Non-main scheme applicant,130
2011,All,All,All,Northern Ireland,Men,All,Main scheme applicant,315
2011,All,All,All,Northern Ireland,Women,All,Main scheme applicant,300
2011,All,All,All,Scotland,Men,All,Main scheme applicant,5
2011,All,All,All,Scotland,Women,All,Main scheme applicant,15
2011,All,All,All,Wales,Men,All,Main scheme applicant,475
2011,All,All,All,Wales,Men,All,Non-main scheme applicant,5
2011,All,All,All,Wales,Women,All,Main scheme applicant,580
2011,All,All,All,Wales,Women,All,Non-main scheme applicant,5
2012,All,All,All,England,Men,All,Main scheme applicant,9890
2012,All,All,All,England,Women,All,Main scheme applicant,11795
2012,All,All,All,Northern Ireland,Men,All,Main scheme applicant,250
2012,All,All,All,Northern Ireland,Women,All,Main scheme applicant,260
2012,All,All,All,Scotland,Men,All,Main scheme applicant,5
2012,All,All,All,Wales,Men,All,Main scheme applicant,445
2012,All,All,All,Wales,Women,All,Main scheme applicant,530
2013,All,All,All,England,Men,All,Main scheme applicant,10795
2013,All,All,All,England,Women,All,Main scheme applicant,12650
2013,All,All,All,Northern Ireland,Men,All,Main scheme applicant,280
2013,All,All,All,Northern Ireland,Women,All,Main scheme applicant,215
2013,All,All,All,Wales,Men,All,Main scheme applicant,445
2013,All,All,All,Wales,Women,All,Main scheme applicant,500
2014,All,All,All,England,Men,All,Main scheme applicant,12510
2014,All,All,All,England,Women,All,Main scheme applicant,13885
